id,RowId,ColId,QCScore,MedianExcess,NumExcess,LS3x3,DBSumPos,DBSumNeg,pGamma,pBeta,-ExcessHSA,-ExcessCRX,pGamma_scrambled
228,NCGC00263785,NCGC00179250,0,15.48941,10,-0.14501,0.14453,-0.00074,-0.003094157,-0.005630881,2.20961,2.20961,0.00171886
229,NCGC00179454,NCGC00179250,0,17.44161,14,-0.466,0.16872,-0.10139,0.009972101,-0.023433549,35.36145,-0.50192,-0.009625089
230,NCGC00346487,NCGC00179250,0,43.86099,9,-1.55387,0.1482,-0.26916,0.051308354,-0.022065276,59.2086,59.2086,-4.34E-05
231,NCGC00346524,NCGC00179250,0,28.9171,9,-0.49351,0.08964,-0.0609,0.022587369,-0.060403175,25.77968,0,-0.002913011
232,NCGC00346654,NCGC00179250,3,90.54638,14,-1.08949,0.24715,-0.11122,0.002534978,-0.015171073,23.45564,23.45564,-0.015158491
233,NCGC00346509,NCGC00179250,3,97.17456,15,-1.82303,0.06823,-0.63433,0.015751805,0.014402896,61.98057,61.98057,0.010114327
234,NCGC00263379,NCGC00179250,0,44.68809,18,-1.54934,0.35887,-0.01446,0.015333195,-0.007043292,41.85635,-18.66674,0.00986102
235,NCGC00016526,NCGC00179250,0,48.54334,9,-0.12555,0.21468,-0.08496,0.01819045,-0.02653735,52.9267,52.9267,-0.001560653
236,NCGC00264109,NCGC00179250,0,8.73944,14,-0.98122,0.22409,0,0.008587838,-0.086559133,17.88495,17.88495,-0.013115421
237,NCGC00095992,NCGC00179250,0,52.45583,19,-1.58868,0.02261,-0.22228,0.044673109,-0.026549606,76.57099,76.57099,0.001169826
238,NCGC00273480,NCGC00179250,0,46.40641,12,-0.40673,0.11265,-0.00389,0.002705378,-0.006513106,10.39196,10.39196,-0.007346574
239,NCGC00250408,NCGC00179250,3,92.02505,17,-1.21082,0.03623,-0.65881,0.02700153,0.018385228,83.55328,83.55328,-0.111900713
240,NCGC00162409,NCGC00179250,2,22.59299,11,-0.69675,0.53502,-0.02419,-0.057996833,-0.131525637,-25.10996,-25.10996,-0.04831748
241,NCGC00345829,NCGC00179250,3,71.67818,9,-1.30137,0.21087,-0.30311,0.016468429,-0.030498523,48.63721,-5.78873,0.023168757
242,NCGC00346484,NCGC00179250,3,77.75815,16,-1.79771,0.39023,-0.05567,-0.000980398,-0.038520815,13.99586,13.99586,-0.010393252
243,NCGC00025060,NCGC00179250,0,13.29341,17,-0.36011,0.32736,-0.00337,-0.001798593,-0.043770834,5.67743,-0.26275,-0.030093492
244,NCGC00263117,NCGC00179250,0,52.1309,19,-0.8337,0.1076,-0.29597,0.026401146,-0.003486382,62.96385,-8.80864,0.01911983
245,NCGC00185850,NCGC00179250,0,79.82182,7,-0.007,0.16034,-0.28579,0.005568459,-0.037772998,26.16038,26.16038,-0.002278402
246,NCGC00242478,NCGC00179250,0,51.35973,18,-2.20947,0.05238,-0.36583,0.027010773,-0.00635906,77.41279,77.41279,0.046607609
247,NCGC00183285,NCGC00179250,3,88.59541,16,-5.33849,0.18501,-0.51728,0.00975885,-0.004880007,55.11394,55.11394,-0.042488881
248,NCGC00247878,NCGC00179250,0,39.25531,24,-1.38907,0.11326,-0.19855,0.033905221,0.010452299,66.39103,-2.272,-0.002425265
249,NCGC00241102,NCGC00179250,0,83.41568,22,-9.8384,0.02403,-1.56773,0.080216099,0.064140202,205.29744,205.29744,-0.006838135
251,NCGC00091112,NCGC00179250,3,89.94368,10,-0.44517,0.30723,-0.03084,-0.021143799,-0.056249105,-2.95398,-2.95398,-0.009595353
252,NCGC00162453,NCGC00179250,0,45.27577,18,-2.92312,0.12178,-0.12171,0.005625649,-0.014268457,45.18829,45.18829,0.004465714
253,NCGC00179536,NCGC00179250,3,83.9744,22,-4.84336,0.01457,-1.73105,0.100234198,0.059742575,242.62165,242.62165,0.001779907
254,NCGC00346634,NCGC00179250,3,88.19706,13,-1.36212,0.07986,-0.43122,0.018629958,0.013017885,52.72373,52.72373,-0.015803884
256,NCGC00017363,NCGC00179250,0,74.56743,14,-2.18953,0.12733,-0.51622,0.048594476,-0.025670356,109.65133,109.65133,0.05593702
257,NCGC00015871,NCGC00179250,3,72.30436,13,-0.29839,0.32425,-0.32618,0.002272955,-0.037402591,38.87194,38.87194,0.001897664
258,NCGC00024379,NCGC00179250,0,55.64982,17,-0.51717,0.27563,-0.02969,0.003321997,-0.003387282,15.93194,15.93194,0.004566646
259,NCGC00346681,NCGC00179250,0,42.39793,22,-1.64764,0.12785,-0.12545,0.011829139,0.00428585,41.37052,41.37052,0.004171829
260,NCGC00249613,NCGC00179250,2,45.14161,11,-1.20796,0.77701,-0.06646,-0.042969073,-0.11024281,-33.20673,-33.20673,-0.031666944
261,NCGC00242441,NCGC00179250,0,45.31895,13,-3.56247,0.2286,-0.01673,0.02298098,-0.035725838,51.82525,-8.18406,0.00120902
262,NCGC00162440,NCGC00179250,3,93.7829,11,-0.93194,0.36357,-0.30924,0.004035919,-0.02031984,19.9585,19.9585,0.074090005
263,NCGC00162398,NCGC00179250,0,78.49154,24,-7.01563,0.01579,-1.31732,0.085170452,0.050971242,194.25366,194.25366,-0.01416338
264,NCGC00346692,NCGC00179250,0,17.66558,12,-2.10487,0.6408,-0.05642,-0.015179461,-0.039596524,-11.61978,-11.61978,0.003221354
265,NCGC00346536,NCGC00179250,3,90.87844,11,-3.45546,0.5613,-1.05783,0.012476736,-0.008442605,96.20769,0,-0.001469768
266,NCGC00159445,NCGC00016961,0,31.18548,19,-6.2219,0.38979,-0.01402,0.029862417,-0.086245902,64.35498,64.35498,0.035985643
268,NCGC00344515,NCGC00016961,0,27.39439,5,0,0.00202,-0.09256,0.023865617,-0.028461445,46.67895,0,0.002998272
269,NCGC00016864,NCGC00016961,0,32.98601,14,-3.60387,0.55857,0,0.02509702,-0.009884124,37.13172,-2.26163,0.025253493
271,NCGC00017063,NCGC00016961,2,42.29054,8,-1.6754,0.14677,-0.04158,0.038199361,-0.138457437,54.09225,0,0.027574978
272,NCGC00161602,NCGC00016961,0,31.91658,17,-10.20739,0.91116,0,0.024972802,-0.061893336,81.65893,81.65893,-0.022857092
273,NCGC00016528,NCGC00016961,0,23.03443,16,-3.48164,0.60494,0,0.032920266,-0.082893033,47.88318,0,-0.009646327
274,NCGC00264106,NCGC00016961,0,26.84967,19,-7.19228,1.2719,0,0.053832773,-0.039759038,106.22592,-24.66515,-0.002157419
276,NCGC00348199,NCGC00016961,2,22.1013,22,-4.49893,0.66941,0,0.046607609,-0.125786953,75.95618,75.95618,-0.005150471
277,NCGC00090753,NCGC00016961,0,39.25036,18,-4.49582,1.10269,0,0.025244287,-0.075346191,60.7658,60.7658,0.040815457
278,NCGC00263785,NCGC00016961,0,65.99642,8,-2.64776,0.03306,-0.25559,0.035259658,-0.015741063,66.81939,0,-0.008608687
279,NCGC00179454,NCGC00016961,0,41.80952,18,-4.12128,0.51414,-0.0012,0.029601979,-0.071045738,46.86655,0.00013,0.01659475
280,NCGC00346487,NCGC00016961,2,30.49085,23,-6.56104,0.29048,-0.00151,0.037796457,-0.129390164,73.16534,73.16534,-0.026941628
281,NCGC00346524,NCGC00016961,0,28.20717,13,-3.82405,0.26586,-0.01516,0.045429481,-0.061158326,64.82269,64.82269,0.000621486
282,NCGC00346654,NCGC00016961,3,48.38902,9,-0.22533,1.59865,-0.04849,-0.021069335,-0.050739264,-99.51455,11.4392,0.03166184
283,NCGC00346509,NCGC00016961,3,88.32665,13,-0.27599,0.31681,-0.18649,-0.001417826,-0.003637144,-1.55503,0.38429,0.005089233
284,NCGC00263379,NCGC00016961,0,59.15208,18,-20.41526,0.27537,-1.14564,0.079782726,0.045381265,201.05183,201.05183,-0.020613995
285,NCGC00016526,NCGC00016961,0,45.34118,15,-6.22857,0.54623,-0.21476,0.037900702,-0.017742664,92.11646,92.11646,-0.014268457
286,NCGC00264109,NCGC00016961,0,24.01276,18,-6.44078,0.56357,-0.00078,0.029704275,-0.001945618,64.1771,-13.30502,0.005141966
288,NCGC00273480,NCGC00016961,0,32.61118,10,-0.42798,0.52942,-0.00261,-0.002913011,-0.028620047,13.75352,-4.2294,-0.001175346
290,NCGC00162409,NCGC00016961,0,29.77199,15,-1.52619,0.63541,-0.00223,0.004294622,-0.042240705,20.47099,-8.53869,0.038536191
291,NCGC00345829,NCGC00016961,3,59.97251,4,0.62449,0.73109,-0.02551,-0.014898387,-0.039112586,-27.01866,10.7787,-0.003055346
292,NCGC00346484,NCGC00016961,3,83.51173,10,-0.07786,0.43626,-0.10862,-0.000668299,-0.007278247,-2.33552,1.11857,-0.006846685
293,NCGC00025060,NCGC00016961,0,16.31036,13,-0.45532,0.92604,-0.00129,-0.003150211,-0.024789321,0.71619,0.71619,-0.15040948
294,NCGC00263117,NCGC00016961,0,45.7817,16,-4.36688,0.34359,-0.21931,0.021317435,0.003063872,55.81155,55.81155,0.034337429
295,NCGC00185850,NCGC00016961,0,49.75162,12,-2.6959,0.27584,-0.04188,0.005731252,-0.042768402,18.26192,18.26192,0.008229182
296,NCGC00242478,NCGC00016961,0,33.11751,14,-3.15764,0.67432,0,0.013031311,-0.077018876,39.4061,39.4061,0.000243273
297,NCGC00183285,NCGC00016961,3,87.46211,5,0.54924,0.80987,-0.00911,-0.020290828,-0.035565809,-59.60508,26.03136,0.083877821
298,NCGC00247878,NCGC00016961,0,35.66811,15,-2.15717,0.50548,-0.01525,0.017443855,-0.006893708,43.82296,0,0.048594476
299,NCGC00241102,NCGC00016961,0,37.01703,19,-4.9027,0.44756,-0.08232,0.013219311,-0.000698652,50.224,50.224,-0.001417826
300,NCGC00263215,NCGC00016961,3,43.54471,8,0.64685,1.00308,0,-0.017079272,-0.048760221,-23.91502,0.24729,0.10380459
302,NCGC00162453,NCGC00016961,0,35.12181,16,-3.36769,0.42114,-0.00175,0.008392976,-0.025240306,43.74462,43.74462,-0.077763859
303,NCGC00179536,NCGC00016961,3,54.39619,17,-5.21373,0.4115,-0.07048,0.026650436,-0.036876309,94.53574,94.53574,0.012816553
305,NCGC00345447,NCGC00016961,3,86.81222,4,0.72154,1.04892,-0.0065,-0.033162296,-0.054157074,-86.91664,16.98728,0.004803708
306,NCGC00017363,NCGC00016961,2,37.80367,16,-3.95984,0.73123,0,-0.000954398,-0.141744429,54.67723,54.67723,-0.035605822
307,NCGC00015871,NCGC00016961,3,52.09046,14,-1.69095,0.69396,-0.00345,0.006431517,-0.043295458,25.69911,-4.9828,0.000560602
308,NCGC00024379,NCGC00016961,0,39.98273,15,-2.5534,0.60588,0,0.008007938,-0.043208971,26.27555,26.27555,-0.011435102
309,NCGC00346681,NCGC00016961,0,38.34541,17,-0.7706,0.46306,-0.00479,0.005141966,-0.030514717,35.36502,35.36502,-0.021143799
310,NCGC00249613,NCGC00016961,2,32.98005,14,-0.28537,0.61358,-0.00153,-0.05048416,-0.121349704,-18.44233,3.30779,0.027598117
311,NCGC00242441,NCGC00016961,0,64.80737,19,-17.38878,0.18329,-0.75437,0.099676576,-0.036137641,204.22499,204.22499,-0.009012981
312,NCGC00162440,NCGC00016961,3,73.44258,18,-2.39113,0.54983,-0.05571,-0.005815183,-0.066068628,18.21674,-3.0531,0.013963158
313,NCGC00162398,NCGC00016961,0,38.84029,18,-2.4784,0.69897,-0.00426,0.007539271,-0.0523399,30.32572,30.32572,0.002137638
314,NCGC00346692,NCGC00016961,0,41.51989,16,-5.25936,0.3193,-0.12483,0.009963214,-0.043546961,69.55414,69.55414,0.020970904
315,NCGC00346536,NCGC00016961,3,77.61815,10,-0.59188,0.74909,-0.05606,-0.024033898,-0.069360949,-17.57544,2.07816,0.009195128
317,NCGC00344515,NCGC00159445,2,9.29474,5,0,0.03465,-0.00049,0.010496789,-0.628788297,8.34289,0,0.009909892
318,NCGC00016864,NCGC00159445,2,13.13772,22,-2.86896,0.32093,-0.04564,-0.073634049,-0.371356064,48.02856,-11.49066,0.080216099
319,NCGC00246187,NCGC00159445,0,13.95491,5,0,0.09534,-0.03281,0.000182442,7.82E-05,1.38852,0,0.016125744
320,NCGC00017063,NCGC00159445,0,84.27512,8,0,0.05097,-0.86515,0.0288216,0.027588861,90.48415,90.48415,0.006581406
321,NCGC00161602,NCGC00159445,2,51.7267,10,-2.60249,2.73766,-0.00984,-0.085358376,-0.272910929,-77.34115,-77.34115,-0.00617927
322,NCGC00016528,NCGC00159445,0,21.46219,23,-1.56739,0.34169,-0.0407,0.012704742,-0.000720331,44.96366,-2.19659,-0.004991648
323,NCGC00264106,NCGC00159445,0,35.52677,10,-0.24603,0.81176,-0.46616,0.027936084,0.02811675,15.30511,15.30511,-0.002442539
325,NCGC00348199,NCGC00159445,0,100.57102,17,-24.31228,0.17022,-3.20569,0.124371629,0.120411014,351.96231,351.96231,0.018267445
326,NCGC00090753,NCGC00159445,3,89.99987,14,-10.00742,0.10306,-1.59968,0.035811108,0.03574037,153.70259,153.70259,-0.001322582
327,NCGC00263785,NCGC00159445,0,90.12328,7,-0.41645,0.01992,-0.06782,0.000251964,0.000156374,11.10926,11.10926,0.009985433
328,NCGC00179454,NCGC00159445,0,42.1252,18,-2.35047,0.45904,-0.16094,-0.01192129,-0.012685406,-6.59059,-6.59059,0.009377037
329,NCGC00346487,NCGC00159445,0,20.51444,17,-2.04849,0.17195,-0.52599,0.021604901,0.020907099,58.17938,58.17938,0.005168335
330,NCGC00346524,NCGC00159445,0,81.22711,7,-0.9182,0.08573,-0.08364,0.004299008,0.001923836,16.27895,0,0.026110489
331,NCGC00346654,NCGC00159445,3,99.24373,1,0.80503,1.90607,-0.00059,-0.009212861,-0.008910879,-182.52204,-182.52204,-0.019979864
333,NCGC00263379,NCGC00159445,0,92.31542,20,-6.36647,0.17415,-0.67265,0.011137945,0.010625834,80.7997,80.7997,0.007393469
334,NCGC00016526,NCGC00159445,0,96.07488,18,-16.65003,0.11778,-1.7023,0.040591283,0.040395821,175.06455,175.06455,0.035259658
335,NCGC00264109,NCGC00159445,0,84.72397,13,-3.03874,0.20922,-0.10796,0.008078724,0.001640384,41.04285,41.04285,0.057025168
337,NCGC00273480,NCGC00159445,0,87.69391,5,0,0.07975,-0.24611,0.003860615,0.003400777,27.30332,0,0.037900702
338,NCGC00250408,NCGC00159445,0,97.27372,12,-4.29518,0.51485,-2.02164,0.049474506,0.049425839,156.19835,156.19835,0.020073944
339,NCGC00162409,NCGC00159445,0,92.38808,15,-3.53627,0.14529,-0.18687,0.000443206,7.82E-05,22.63046,22.63046,-0.048620457
341,NCGC00346484,NCGC00159445,0,59.16341,12,-2.05425,0.33812,-1.40249,0.037403394,0.037124204,118.40133,0,0.007530433
342,NCGC00025060,NCGC00159445,0,65.76556,12,-19.76933,0.06428,-2.05269,0.085736197,0.085350141,208.10254,208.10254,-0.010227851
343,NCGC00263117,NCGC00159445,2,70.36233,11,-2.44049,1.86128,-0.43843,-0.109284869,-0.147611407,-119.97551,-119.97551,-0.000980398
344,NCGC00185850,NCGC00159445,0,94.29166,5,0,0.09607,-0.29697,0.007053453,0.007053453,20.40544,0,0.00600858
345,NCGC00242478,NCGC00159445,0,66.72652,13,-3.59548,0.1778,-0.49436,0.008534685,0.008224756,46.96685,46.96685,0.017701624
346,NCGC00183285,NCGC00159445,2,45.48071,7,-3.20077,4.53902,-0.42458,-0.095277476,-0.125373899,-378.15194,0,-0.018696339
348,NCGC00241102,NCGC00159445,0,64.11689,20,-7.98369,1.36122,-1.14859,0.016026596,0.008392976,30.17029,-4.77733,0.005625649
349,NCGC00263215,NCGC00159445,2,72.77458,8,-0.41214,3.31974,-0.28205,-0.113943352,-0.116026303,-288.01421,-288.01421,0.003540867
350,NCGC00091112,NCGC00159445,0,49.2727,5,0,2.58063,-0.10915,-0.043468382,-0.046623912,-206.94003,-206.94003,0.00360217
351,NCGC00162453,NCGC00159445,0,53.71734,10,-3.79511,0.72003,-0.18697,-0.007026199,-0.032671131,24.50624,-2.56633,0.013089493
352,NCGC00179536,NCGC00159445,3,76.47222,18,-16.10451,0.43222,-0.96729,0.028139917,-0.008681062,161.36941,-5.05031,0.006396257
353,NCGC00346634,NCGC00159445,3,84.71764,18,-6.24108,0.32396,-0.61,0.010256599,0.005858889,55.15432,55.15432,-0.014533139
355,NCGC00017363,NCGC00159445,0,60.14445,18,-5.09041,0.36201,-0.18472,0.012709214,-0.020411008,68.63991,68.63991,-0.011100796
356,NCGC00015871,NCGC00159445,3,75.23882,12,-10.56401,0.54213,-1.53765,0.029843809,-0.008898115,164.4687,164.4687,-0.005759472
357,NCGC00024379,NCGC00159445,3,72.94029,17,-8.03901,0.23614,-0.62239,0.014245795,0.003554002,89.24183,-32.45144,0.000791136
358,NCGC00346681,NCGC00159445,0,37.1017,17,-2.32581,0.43913,-0.26129,0.003313244,-0.001461112,18.92189,18.92189,0.004755407
359,NCGC00249613,NCGC00159445,0,77.28371,16,-1.30546,0.2615,-0.18834,-0.000859053,-0.003184702,9.25989,9.25989,0.008007938
360,NCGC00242441,NCGC00159445,0,62.66439,15,-5.73826,0.47536,-0.26803,0.026401146,-0.020382002,90.54367,1.31109,-0.022964207
362,NCGC00162398,NCGC00159445,0,72.88604,19,-12.55868,0.16596,-0.81186,0.024099682,0.007163819,128.70411,-11.79039,-0.007090293
363,NCGC00346692,NCGC00159445,0,58.35556,17,-4.94781,2.01825,-0.5603,0.005933728,0.001827878,-104.05818,4.93331,0.008016785
410,NCGC00162398,NCGC00015256,0,91.50946,2,0,0.04501,-0.0013,0,-0.000715995,-4.22306,0,0.003707281
413,NCGC00016864,NCGC00344515,0,0,0,0,0.50839,0,-0.001660171,-0.046069636,-44.07486,0,0.015949998
415,NCGC00017063,NCGC00344515,0,38.87795,3,0,0.02657,-0.02184,0.000243273,-0.062171937,1.80858,0,-0.014898387
416,NCGC00161602,NCGC00344515,0,81.50374,1,0,0.15243,0,-0.014268457,-0.091385542,-10.41109,0,0.040443487
418,NCGC00264106,NCGC00344515,0,39.87579,3,0,0.07719,-0.00181,6.95E-05,-0.001309593,0.89559,0,-0.008817265
419,NCGC00016612,NCGC00344515,3,103.70142,5,0,0,-0.38186,-0.003085533,-0.009170341,39.11498,0,0.02700153
420,NCGC00348199,NCGC00344515,0,39.8862,10,-0.71116,0,-0.129,0.021340243,-0.033966285,61.05813,61.05813,-0.012339398
422,NCGC00263785,NCGC00344515,0,85.06175,3,0,0.00039,-0.03583,-0.008817265,-0.02680691,7.11564,0,-0.013507124
423,NCGC00179454,NCGC00344515,0,55.7658,5,0,0,-0.06542,0.000947795,0.000434512,13.32258,0,0.030057848
424,NCGC00346487,NCGC00344515,0,39.81,4,0,0.01562,-0.01782,0.000821593,9.56E-05,9.90117,0,-0.01825516
426,NCGC00346654,NCGC00344515,3,100.81042,1,0,0.06598,-0.01857,-0.035605822,-0.06449917,-2.94325,0,0.030271992
427,NCGC00346509,NCGC00344515,3,89.38208,1,0,0.14031,-0.00047,-0.022057021,-0.047263182,-13.42446,0,-0.000742009
432,NCGC00273480,NCGC00344515,0,36.55851,3,0,0.00619,-0.02947,-0.036381341,-0.075579806,5.52971,0,-0.001357219
436,NCGC00346484,NCGC00344515,3,89.87373,2,0,0.02713,-0.01555,-0.015632152,-0.050631056,-0.12194,0,-0.016862093
437,NCGC00025060,NCGC00344515,0,16.37736,4,0,0.02191,-0.01229,-0.001266292,-0.013022709,2.67646,0,0.020105784
438,NCGC00263117,NCGC00344515,0,74.63706,4,0,0.03434,-0.01729,7.82E-05,-8.69E-06,2.54098,0,0.004391127
440,NCGC00242478,NCGC00344515,0,41.24949,3,0,0.05856,-0.00092,-0.008817265,-0.037231221,-1.30986,0,0.061555332
441,NCGC00183285,NCGC00344515,3,95.62661,4,0,0.0098,-0.02878,-0.048733048,-0.070643608,2.27214,0,0.021207974
442,NCGC00247878,NCGC00344515,0,67.51792,4,0,0.00025,-0.04019,-0.005150471,-0.036069701,9.85302,0,0.011418749
445,NCGC00091112,NCGC00344515,3,98.05362,4,0,0.01235,-0.06113,0.000108587,9.99E-05,5.07929,0,-0.00065529
446,NCGC00162453,NCGC00344515,0,56.13838,4,0,0.0248,-0.00257,-0.01758838,-0.083595775,2.65542,0,-0.003469149
448,NCGC00346634,NCGC00344515,3,89.98342,2,0,0.0472,-0.01425,-0.003348497,-0.038886299,-1.32461,0,-0.03170328
449,NCGC00345447,NCGC00344515,3,92.01329,3,0,0.01199,-0.02615,-0.011189688,-0.030146168,2.05439,0,-0.001227318
451,NCGC00015871,NCGC00344515,3,81.40815,2,0,0.09106,-0.03185,-0.011790284,-0.089484737,-1.89017,0,0.018584627
452,NCGC00024379,NCGC00344515,0,28.17214,3,0,0.02681,-0.03431,-0.001452455,-0.028359747,8.28368,0,0.016391752
454,NCGC00249613,NCGC00344515,0,91.76744,5,0,0.00388,-0.12088,-0.001941294,-0.009731269,15.07321,0,-0.013363962
455,NCGC00242441,NCGC00344515,0,70.83903,5,0,0,-0.37377,0.033009289,-0.026079531,78.10772,0,0.002159461
456,NCGC00162440,NCGC00344515,3,94.7115,3,0,0.00722,-0.07063,-0.022857092,-0.039199894,7.22897,0,-0.000785362
457,NCGC00162398,NCGC00344515,0,23.43025,2,0,0.15091,0,0.000595391,-0.010634879,3.57359,0,-0.002433902
458,NCGC00346692,NCGC00344515,0,89.02591,5,0,0,-0.26306,0.008180499,0.00447449,45.0766,0,0.023590407
459,NCGC00346536,NCGC00344515,3,93.07051,4,0,0.05109,-0.26954,0.003225729,0.003212603,21.90778,0,0.024333874
460,NCGC00246187,NCGC00016864,0,4.84293,4,0,0.09186,-0.00107,-0.000138952,-0.044743533,-4.4212,0,-0.022873573
461,NCGC00017063,NCGC00016864,0,41.48505,6,-0.75611,0.51166,0,0.007923894,-0.072529286,5.99697,0,-0.007517345
462,NCGC00161602,NCGC00016864,0,46.38761,18,-12.97628,0.20793,-0.24384,0.026110489,-0.004102021,105.72877,105.72877,0.004075372
463,NCGC00016528,NCGC00016864,0,29.69577,19,-3.06768,0.3525,-0.00512,0.022431854,-0.020676115,47.44591,-2.92502,-0.005304947
464,NCGC00264106,NCGC00016864,0,57.46837,16,-8.92085,0.32995,-0.33692,0.039814723,0.010376677,103.3419,103.3419,0.023773861
466,NCGC00348199,NCGC00016864,2,52.76786,16,-10.72807,0.22586,-0.20847,0.041560355,-0.04914822,93.95523,93.95523,-0.051623236
467,NCGC00090753,NCGC00016864,0,49.37843,16,-9.91886,0.49262,-0.11143,0.027574978,-0.01758421,91.11302,-8.05389,-0.011574672
468,NCGC00263785,NCGC00016864,0,79.52571,13,-2.69801,0.03871,-0.37507,0.010875135,0.00600858,56.53498,0,0.02946717
469,NCGC00179454,NCGC00016864,0,53.62957,21,-6.40245,0.04476,-0.28149,0.023590407,0.010309963,73.11735,-0.33255,0.036353814
470,NCGC00346487,NCGC00016864,0,49.71175,18,-2.88508,0.14455,-0.46339,0.052213496,0.011334043,93.26746,-2.30251,-0.01192129
471,NCGC00346524,NCGC00016864,0,52.39256,11,-2.70803,0.12988,-0.02838,0.011271639,-0.056016306,31.52711,0,0.024972802
472,NCGC00346654,NCGC00016864,3,72.54329,13,-1.0923,1.27906,-0.10417,-0.007367924,-0.040206628,-29.56762,-29.56762,0.050566078
473,NCGC00346509,NCGC00016864,3,98.75853,7,-0.05899,3.35427,-0.02372,-0.031489256,-0.032985218,-325.70122,-325.70122,-0.009212861
474,NCGC00263379,NCGC00016864,0,42.5182,18,-7.06559,0.31238,-0.28188,0.025110824,0.010554632,64.1019,-10.00102,-0.002546173
475,NCGC00016526,NCGC00016864,0,29.04609,13,-2.78754,0.80019,-0.00635,-0.002433902,-0.021929037,4.59603,-0.13762,0.038607385
476,NCGC00264109,NCGC00016864,0,39.62418,11,-2.89705,0.7221,-8.00E-05,0.013067114,-0.074260422,7.5667,7.5667,-0.009833179
477,NCGC00095992,NCGC00016864,0,58.71558,24,-7.85797,0.14002,-0.53086,0.052380052,-0.003619917,142.43543,142.43543,0.007747014
478,NCGC00273480,NCGC00016864,0,31.2079,21,-6.93633,0.0746,-0.32999,0.008636567,-0.004106323,46.99896,46.99896,0.026650436
479,NCGC00250408,NCGC00016864,3,93.34842,16,-2.34176,0.23521,-0.57775,0.009701113,0.006854866,45.21506,45.21506,0.018951941
480,NCGC00162409,NCGC00016864,3,51.94685,17,-7.22559,0.09132,-0.48207,0.027616629,0.008264592,97.53319,-7.71443,-0.010728102
481,NCGC00345829,NCGC00016864,3,73.84017,9,-0.96358,0.91143,-0.01488,-0.015749439,-0.070418401,-10.32902,0.46948,0.013940735
482,NCGC00346484,NCGC00016864,3,83.56716,17,-1.02474,0.38565,-0.39714,0.005471692,-0.031723466,59.13478,59.13478,0.003860615
483,NCGC00025060,NCGC00016864,0,21.2591,7,0,0.41884,-0.00019,0.007238883,-0.030830367,18.68408,0,-0.01024906
484,NCGC00263117,NCGC00016864,0,38.84861,16,-3.83667,0.25233,-0.11743,0.007530433,-0.003693128,34.52907,0.10957,0.020884314
485,NCGC00185850,NCGC00016864,0,82.71198,11,-3.77115,0.22819,-0.24065,0.013940735,-0.007871479,35.65477,0,-0.01018543
486,NCGC00242478,NCGC00016864,0,43.21674,13,-7.04167,0.39254,-0.24725,0.019260544,-0.055989583,79.60716,0,0.010256599
487,NCGC00183285,NCGC00016864,3,81.53439,13,-1.84145,0.848,-0.14776,-0.014062482,-0.055531225,-8.70435,-0.10279,-0.011743788
488,NCGC00247878,NCGC00016864,0,46.60749,19,-2.36982,0.32553,-0.04667,0.008441683,-0.022972445,38.71136,0.00816,-0.010350848
489,NCGC00241102,NCGC00016864,0,74.67115,22,-17.18095,0.00893,-1.64947,0.059742575,0.022386125,230.59593,230.59593,-0.017504961
490,NCGC00263215,NCGC00016864,3,64.37402,16,-4.47417,0.58216,-0.24637,0.000338882,-0.024838542,21.43006,21.43006,-0.040475751
491,NCGC00091112,NCGC00016864,3,79.07939,10,-0.39581,0.86107,-0.01207,-0.007862949,-0.039798666,-19.07394,-0.03497,0.003812418
492,NCGC00162453,NCGC00016864,0,26.77574,14,-2.0695,0.38072,-0.00958,-0.003873949,-0.015099772,12.32434,-0.22733,-0.021371251
493,NCGC00179536,NCGC00016864,3,81.84359,19,-19.35177,0.23266,-1.1941,0.056733078,0.014070808,211.58719,1.13609,0.031274288
494,NCGC00346634,NCGC00016864,3,81.65946,18,-7.9271,0.19758,-0.2708,0.014861055,-0.004437457,63.90086,63.90086,0.015585213
495,NCGC00345447,NCGC00016864,3,34.05658,6,0.29468,0.33999,-0.09532,-0.000698652,-0.012048032,-1.62928,0.05565,0.009972101
496,NCGC00017363,NCGC00016864,0,39.66445,14,-2.77257,0.88008,-0.00617,0.009306039,-0.046339056,31.09323,-1.48881,0.00762766
497,NCGC00015871,NCGC00016864,3,74.34474,15,-2.26776,0.25428,-0.26284,0.016454897,-0.012503997,74.20598,74.20598,0.100234198
498,NCGC00024379,NCGC00016864,0,32.75566,15,-6.60191,0.18669,-0.19031,0.021007368,0.005361755,63.1001,1.65037,2.61E-05
499,NCGC00346681,NCGC00016864,0,49.38768,15,-1.74311,0.47809,-0.03514,-0.005605158,-0.015845759,10.13785,-0.47237,-0.109284869
500,NCGC00249613,NCGC00016864,0,36.33431,16,-3.32906,0.13541,-0.09686,0.007238883,0.000147685,26.58586,-1.14799,-0.000464447
501,NCGC00242441,NCGC00016864,0,35.12149,17,-4.31575,0.53356,-0.00557,0.020884314,-0.048752458,57.4031,57.4031,-0.014243241
502,NCGC00162440,NCGC00016864,3,31.7034,15,-0.89059,0.68925,-0.01133,0.006823983,-0.016632267,24.72161,24.72161,0.052860482
503,NCGC00162398,NCGC00016864,0,84.82141,25,-24.7947,0.00249,-2.18857,0.080472149,0.053267794,297.70188,297.70188,0.050400216
