id,RowId,ColId,QCScore,MedianExcess,NumExcess,LS3x3,DBSumPos,DBSumNeg,pGamma,pBeta,-ExcessHSA,-ExcessCRX,pGamma_scrambled
504,NCGC00346692,NCGC00016864,0,73.82709,19,-5.86603,0.30289,-0.44418,0.007950432,0.00049103,61.59403,61.59403,-0.007073202
505,NCGC00346536,NCGC00016864,3,95.731,2,0.28659,1.27631,-0.01388,-0.026308501,-0.032247962,-106.96827,7.97028,0.000986969
548,NCGC00162398,NCGC00246187,0,81.19407,13,-0.22475,0.00853,-0.01929,4.34E-05,-0.022337626,3.76842,0,0.059742575
551,NCGC00161602,NCGC00017063,2,30.83926,5,0,0.87737,0,0.000486682,-0.099666832,22.0401,22.0401,0.007313961
552,NCGC00016528,NCGC00017063,0,47.05864,9,-1.09483,0.10169,-0.02932,0.033229582,-0.065557309,54.04262,0,0.008636567
553,NCGC00264106,NCGC00017063,0,39.07182,14,-6.25797,0.25835,-0.01882,0.024834824,-0.02986651,65.6964,-1.10475,0.010038764
554,NCGC00016612,NCGC00017063,3,28.54056,3,0,0.49473,-0.00858,-0.016803604,-0.038957771,-26.27269,0,0.005590454
555,NCGC00348199,NCGC00017063,0,24.72594,6,0,0.5139,-0.00856,0.005067263,-0.052647779,13.45987,0,0.027306658
557,NCGC00263785,NCGC00017063,0,43.8716,5,-1.15192,0.09779,-0.0804,0.004294622,-0.062345032,29.51059,0,0.015333195
558,NCGC00179454,NCGC00017063,0,33.10005,4,0,0.26096,-0.02028,-0.000950065,-0.068853494,22.44149,0,0.017443855
559,NCGC00346487,NCGC00017063,0,31.01611,14,-1.155,0.21433,-0.02307,0.018584627,-0.0448493,35.05796,0.01329,-0.00930639
560,NCGC00346524,NCGC00017063,0,15.51113,9,-0.09142,0.00761,-0.00644,0.002150731,-0.089449393,10.85115,0,0.011628356
561,NCGC00346654,NCGC00017063,3,16.8796,3,0,0.8094,0,-0.020936921,-0.050538285,-42.67985,0,-0.002420946
562,NCGC00346509,NCGC00017063,3,23.25119,2,0,0.6842,-0.02595,-0.005459367,-0.015133327,-31.91995,0,-0.01984297
563,NCGC00263379,NCGC00017063,0,47.50316,23,-1.97815,0.15345,-0.09708,0.015823865,-0.003852427,54.93493,0.33138,0.037578571
564,NCGC00016526,NCGC00017063,0,52.30208,12,-2.10104,0.36497,-0.096,0.003278236,-0.018180199,41.9015,-0.51621,0.015882422
565,NCGC00264109,NCGC00017063,2,55.68652,9,-2.69681,0.49516,-0.21059,0.048973497,-0.194822263,73.21701,0,0.040591283
566,NCGC00095992,NCGC00017063,0,61.7655,9,-5.91467,0.44715,-0.28823,0.020916214,-0.052743946,88.1974,0,0.018453195
567,NCGC00273480,NCGC00017063,0,53.00418,8,-0.14667,0.45681,-0.02169,-0.01099495,-0.022065276,-8.98075,0,0.034925359
568,NCGC00250408,NCGC00017063,0,31.4524,5,0.12352,2.29728,-0.37676,0.005806069,0.004992573,-172.66895,-172.66895,-0.065941787
569,NCGC00162409,NCGC00017063,3,71.0503,21,-7.34633,0.07413,-0.63261,0.015423184,0.009208436,83.29106,-10.99734,0.040290976
571,NCGC00346484,NCGC00017063,3,28.29643,3,0.07216,1.01809,-0.17755,-0.015732686,-0.041317664,-56.7691,0,0.022710906
572,NCGC00025060,NCGC00017063,0,16.74129,15,-0.86022,0.17142,-0.10587,0.007521596,-0.005030286,26.48837,-0.04106,0.007539271
573,NCGC00263117,NCGC00017063,0,33.77838,19,-1.32707,0.09943,-0.51706,0.017701624,0.013833117,62.72486,0.10996,0.005630049
574,NCGC00185850,NCGC00017063,0,98.62579,17,-30.64336,0.03859,-2.51913,0.101922356,0.093896716,255.34696,255.34696,-0.001798593
575,NCGC00242478,NCGC00017063,2,56.62182,6,-4.13288,1.42047,-0.38042,-0.052359148,-0.207448548,5.99076,0,-0.010706917
576,NCGC00183285,NCGC00017063,3,90.10172,14,-3.791,0.27011,-0.78842,0.006431517,-0.027545302,90.2547,0,-0.010732339
577,NCGC00247878,NCGC00017063,0,43.69958,19,-0.49434,0.35241,-0.05691,0.008224756,-0.023264809,35.33148,0.0059,0.005933728
578,NCGC00241102,NCGC00017063,0,71.88529,18,-2.81473,0.39664,-0.10809,0.007336045,-0.012428036,40.77057,-8.49761,0.036689214
579,NCGC00263215,NCGC00017063,3,80.62713,13,-0.31864,0.41433,-0.1907,0.000338882,-0.007175737,14.29498,-0.38729,-0.01099495
580,NCGC00091112,NCGC00017063,2,100.98729,3,0,1.90699,-0.54382,-0.162331366,-0.23263786,-94.92037,0,-0.008953425
581,NCGC00162453,NCGC00017063,2,58.25169,7,-0.50007,0.58195,-0.04276,-0.020663692,-0.098249048,16.28691,0,-0.005150471
582,NCGC00179536,NCGC00017063,3,48.36661,9,-8.99606,0.12394,-0.14942,0.018661692,0.001026146,66.85544,0,-0.018088561
583,NCGC00346634,NCGC00017063,3,90.60455,11,-0.02649,0.55348,-0.20331,0.000986969,-0.008003672,-3.61824,0.33325,-0.003538078
584,NCGC00345447,NCGC00017063,3,93.17093,10,0,0.78572,-0.26324,-0.015502261,-0.021172754,-27.61468,0.89877,-0.002278402
585,NCGC00017363,NCGC00017063,2,48.89493,6,0,1.25904,-0.52934,-0.049225778,-0.218409452,39.19968,0,0.029253422
586,NCGC00015871,NCGC00017063,3,46.41174,5,0,1.01595,0,-0.001145027,-0.085985892,8.25128,0,0.013488025
587,NCGC00024379,NCGC00017063,2,62.80116,15,-1.45554,0.24687,-0.23289,0.000573647,-0.076166939,67.05906,67.05906,0.005322185
588,NCGC00346681,NCGC00017063,0,41.89324,13,-0.2072,0.48478,-0.04518,-0.002865555,-0.013906885,-12.07028,0,-0.00611076
589,NCGC00249613,NCGC00017063,0,9.16465,6,0,0.81174,-0.01458,-0.007965297,-0.036976033,-55.67967,0,-0.005575146
590,NCGC00242441,NCGC00017063,2,35.24409,8,-0.25777,1.01367,-0.23673,-0.038473121,-0.293457581,39.37484,0,0.038664349
591,NCGC00162440,NCGC00017063,3,38.04721,8,-2.0156,0.59654,-0.05302,0.008273445,-0.060626081,35.20929,0,-0.017275474
592,NCGC00162398,NCGC00017063,2,39.26361,10,-0.91323,0.45309,0,-0.001409168,-0.07507957,30.457,0,-0.023194824
593,NCGC00346692,NCGC00017063,0,50.89739,10,-1.39844,0.41732,-0.17318,0.005203496,-0.016841205,26.51685,0,0.043572223
594,NCGC00346536,NCGC00017063,3,92.81317,12,-0.20072,1.11246,-0.03163,-0.030093492,-0.062668459,-79.20463,-79.20463,-0.015179461
596,NCGC00264106,NCGC00161602,3,34.28142,16,-6.43069,2.30521,-0.27415,0.022587369,-0.027443389,79.99704,79.99704,0.016842986
597,NCGC00016612,NCGC00161602,3,27.52697,12,-2.1993,0.87206,-0.0733,-0.004041787,-0.025309962,-9.80419,-9.80419,0.013622444
598,NCGC00348199,NCGC00161602,0,54.26409,20,-6.95494,0.72036,-0.25441,0.014937462,-0.004071905,86.85838,86.85838,0.031526391
599,NCGC00090753,NCGC00161602,3,44.78481,24,-10.76968,1.0044,-1.00312,0.041397897,-0.004557806,205.95021,205.95021,0.003917581
600,NCGC00263785,NCGC00161602,0,47.37144,16,-0.83264,0.47783,-0.02985,0.002146367,-0.028046366,12.79857,12.79857,0.023407031
601,NCGC00179454,NCGC00161602,0,52.72918,15,-3.33105,0.64626,-0.1258,0.005119993,-0.045232981,60.70953,-2.01697,-0.020058663
602,NCGC00346487,NCGC00161602,0,46.57811,15,-7.35352,0.96663,-0.25621,0.004926681,-0.030599722,69.26156,-1.49485,0.013062639
604,NCGC00346654,NCGC00161602,3,59.65745,9,-1.7384,0.73635,-0.14191,-0.005304947,-0.010130277,-23.04913,-23.04913,0.015729289
606,NCGC00263379,NCGC00161602,0,32.45662,15,-4.08954,1.96759,-0.0193,0.008911325,-0.044821882,12.78352,-1.34028,-0.015632152
607,NCGC00016526,NCGC00161602,0,25.2339,14,-3.93741,1.4197,-0.01648,0.002985153,-0.021532463,23.23039,23.23039,0.051259481
608,NCGC00264109,NCGC00161602,0,52.45752,24,-16.88402,0.24127,-1.09903,0.052669227,0.021764686,275.40253,275.40253,-0.022176713
609,NCGC00095992,NCGC00161602,3,63.54829,19,-6.3733,0.17504,-1.07586,0.00780007,0.001636025,105.46772,105.46772,-0.002684313
610,NCGC00273480,NCGC00161602,0,53.46074,13,-0.9196,0.58962,-0.04616,-0.002913011,-0.012229631,13.13967,13.13967,-0.008412789
611,NCGC00250408,NCGC00161602,3,55.89787,11,-4.88054,1.56367,-0.12756,-0.017354765,-0.065138848,-16.18061,-16.18061,0.008441683
612,NCGC00162409,NCGC00161602,3,41.19628,16,-6.50526,0.91105,-0.2251,0.005322185,-0.033849798,85.72178,85.72178,0.046796213
613,NCGC00345829,NCGC00161602,3,51.17858,21,-3.08534,0.45992,-0.46849,0.006026194,9.99E-05,48.8844,48.8844,0.001143699
614,NCGC00346484,NCGC00161602,3,58.26336,12,-5.19515,1.00596,-0.42413,-0.003572538,-0.014881601,18.70611,18.70611,0.01132067
615,NCGC00025060,NCGC00161602,0,52.3401,16,-3.68807,0.37339,-0.09878,0.006405072,-0.007474658,59.96977,59.96977,0.017769484
616,NCGC00263117,NCGC00161602,0,42.10937,13,-8.38928,1.04478,-0.09709,0.012838918,-0.053466445,55.19673,55.19673,0.000108587
617,NCGC00185850,NCGC00161602,0,62.56864,6,0.12948,1.03562,-0.02973,-0.014474335,-0.039422051,-48.83991,0,0.003913199
618,NCGC00242478,NCGC00161602,0,49.14894,21,-7.8423,0.75563,-0.14463,0.006462372,-0.013368173,78.92561,78.92561,-0.016586287
619,NCGC00183285,NCGC00161602,3,62.71322,16,-3.19249,0.31935,-0.59481,0.004342872,0.002823386,37.52868,37.52868,-0.000742009
620,NCGC00247878,NCGC00161602,0,32.34998,12,-2.2669,0.85155,-0.02494,0.004110445,-0.018475805,26.68734,-0.98921,-0.015586066
621,NCGC00241102,NCGC00161602,0,45.86835,16,-3.42307,1.75671,-0.01186,-0.002580712,-0.074721383,24.79012,24.79012,0.027010773
622,NCGC00263215,NCGC00161602,3,49.68036,15,-6.89738,1.203,-0.06949,0.002137638,-0.049605613,64.88066,64.88066,0.013667259
623,NCGC00091112,NCGC00161602,3,47.39295,14,-0.79195,1.24644,-0.22135,-0.014965526,-0.045995419,-3.1345,-3.1345,0.045521106
624,NCGC00162453,NCGC00161602,2,45.82163,18,-7.13935,0.55309,-0.51676,-0.006564443,-0.037848634,87.33366,87.33366,0.003103237
625,NCGC00179536,NCGC00161602,3,38.2055,13,-5.17882,1.67851,-0.01111,-0.008059096,-0.058175398,6.29933,6.29933,0.007053453
626,NCGC00346634,NCGC00161602,3,39.70748,9,-0.66095,2.70278,0,-0.009514633,-0.073579061,-40.99711,-40.99711,-0.021276149
628,NCGC00017363,NCGC00161602,0,36.83713,16,-5.72963,1.47044,-0.07403,0.004031536,-0.047461788,56.34657,56.34657,0.028594254
629,NCGC00015871,NCGC00161602,3,48.60074,18,-9.00817,0.41627,-0.55592,0.007313961,-0.016435773,110.60978,110.60978,0.009847692
630,NCGC00024379,NCGC00161602,0,53.06077,12,-4.30889,1.84349,-0.01486,-0.01605089,-0.085436865,-24.58009,-24.58009,0.012074665
631,NCGC00346681,NCGC00161602,0,61.98189,17,-4.5319,0.4168,-0.37056,0.004755407,-0.018554877,78.42435,78.42435,-0.008059096
632,NCGC00249613,NCGC00161602,0,46.61575,10,-1.06884,0.57988,-0.05386,-0.00617927,-0.01788439,-15.2218,-15.2218,8.69E-05
633,NCGC00242441,NCGC00161602,0,45.7634,23,-9.77331,0.48102,-0.2116,0.024333874,-0.001015062,135.26181,135.26181,-0.000434077
634,NCGC00162440,NCGC00161602,3,51.07785,13,-2.87724,0.91258,-0.28168,-0.003925599,-0.007734979,-42.81071,-42.81071,0.013277518
635,NCGC00162398,NCGC00161602,0,42.41912,21,-8.951,0.71796,-0.34617,0.012816553,-0.020767208,124.08652,124.08652,0.000186787
636,NCGC00346692,NCGC00161602,0,59.59264,14,-6.88991,0.67152,-0.18049,0.006850454,-0.025891358,76.03149,76.03149,0.007177065
637,NCGC00346536,NCGC00161602,3,54.37441,15,-6.93898,0.21397,-0.65337,0.005590454,0.001065327,59.9595,59.9595,-0.052359148
638,NCGC00264106,NCGC00016528,0,32.89901,22,-12.36593,0.95221,-0.03331,0.061555332,-0.015833197,127.94438,1.93598,0.010127663
640,NCGC00348199,NCGC00016528,0,27.78825,19,-3.60071,0.4937,-0.0133,0.011271639,-0.033877919,44.45956,0.08469,-0.001491409
641,NCGC00090753,NCGC00016528,3,43.03721,8,-0.37198,0.84295,0,0.002534978,-0.031250878,-0.7077,0.04705,-0.008953425
642,NCGC00263785,NCGC00016528,0,68.82915,12,-1.66067,0.0147,-0.11863,0.005098022,0.003011391,23.61593,0,-0.014268457
643,NCGC00179454,NCGC00016528,0,50.05062,20,-1.83168,0.24205,-0.06748,0.016125744,-0.001491409,55.41303,0.48436,-0.001010729
644,NCGC00346487,NCGC00016528,0,33.15566,19,-3.66043,0.34266,0,0.033722131,-0.006671374,61.90162,0.16226,0.038279986
645,NCGC00346524,NCGC00016528,0,8.47775,10,-2.16515,0.12804,-0.00091,0.002998272,-0.000533854,19.20784,0,-0.001980204
646,NCGC00346654,NCGC00016528,3,86.75553,8,0.07806,0.51637,-0.00957,-0.013814341,-0.051021249,-15.67724,1.69449,0.003492706
647,NCGC00346509,NCGC00016528,3,85.48789,7,0.14791,0.67597,-0.00793,-0.019930089,-0.064480452,-34.82497,4.42299,0.00780007
648,NCGC00263379,NCGC00016528,0,80.36685,21,-14.16191,0.06729,-0.89213,0.040815457,0.018820398,164.03942,-33.96418,0.001893302
649,NCGC00016526,NCGC00016528,0,55.12857,13,-10.15732,0.30088,-0.18943,0.025221273,0.002028542,87.30096,-14.21573,0.000186787
650,NCGC00264109,NCGC00016528,0,25.12098,14,-1.95451,0.65016,0,0.028255774,-0.039342722,66.93796,-3.66025,0.009412541
651,NCGC00095992,NCGC00016528,3,90.58051,5,0.42685,0.57255,-0.00784,-0.017504961,-0.042583387,-42.33163,3.47208,0.012776297
652,NCGC00273480,NCGC00016528,0,37.04806,15,-2.46089,0.1848,-0.05777,0.00762766,-0.021536596,41.09295,0,0.015859899
653,NCGC00250408,NCGC00016528,3,83.77955,15,-1.57814,0.15934,-0.40195,0.003663482,-0.014058277,40.60455,-8.30872,-0.007026199
654,NCGC00162409,NCGC00016528,3,55.37307,14,-1.20276,0.33399,-0.14609,0.012606372,0.001291774,44.47988,44.47988,0.030113701
655,NCGC00345829,NCGC00016528,3,82.22844,14,-1.75593,0.24902,-0.14055,-0.002135811,-0.015204623,5.63827,-0.31067,0.033229582
656,NCGC00346484,NCGC00016528,3,67.80075,8,-0.46489,0.5285,-0.0121,-0.024272162,-0.076746001,1.18888,0.00025,-0.004733972
657,NCGC00025060,NCGC00016528,0,32.84918,12,-1.43052,0.26374,-0.00896,0.001008734,-0.083366434,35.95577,0,-0.003925599
658,NCGC00263117,NCGC00016528,0,31.50834,18,-4.66064,0.30054,-0.03469,0.00665637,-0.003830903,34.25967,0.19282,0.009701113
659,NCGC00185850,NCGC00016528,0,27.63677,8,-0.05006,0.18014,-0.01829,-0.00343468,-0.019971569,-7.35789,0.3772,-0.017559185
660,NCGC00242478,NCGC00016528,0,54.15853,17,-3.62189,0.33743,-0.01896,0.013519385,-0.032151179,54.30758,-1.75689,0.005462896
661,NCGC00183285,NCGC00016528,3,82.39001,2,0.42804,0.96522,-0.00115,-0.031743651,-0.078598176,-70.41909,0,-0.007734979
662,NCGC00247878,NCGC00016528,0,28.61329,9,-1.28018,0.37091,-0.0141,0.00600858,-0.041913526,22.00569,0,0.005731252
663,NCGC00241102,NCGC00016528,0,57.09276,20,-4.90586,0.16825,-0.05308,0.01536019,-0.017971904,70.93003,-5.46126,0.022431854
664,NCGC00263215,NCGC00016528,3,70.66947,15,-0.175,0.51845,-0.01463,-0.001435141,-0.008442605,-8.14912,0.38911,0.004895934
665,NCGC00091112,NCGC00016528,3,86.34976,14,-3.86383,0.29804,-0.39653,0.002958916,-0.005111844,26.42712,-0.52978,0.024448719
666,NCGC00162453,NCGC00016528,2,14.89608,10,-3.68146,1.18353,-0.03512,-0.111900713,-0.305585653,-28.69924,1.09278,0.007163819
669,NCGC00345447,NCGC00016528,2,42.65773,3,0.04967,1.34046,0,-0.05896097,-0.290642198,-63.11404,0,-0.05896097
670,NCGC00017363,NCGC00016528,0,51.52008,22,-6.47728,0.42417,-0.1621,0.014542089,-0.017780184,82.78008,-4.34733,0.035858272
671,NCGC00015871,NCGC00016528,2,55.05528,9,-0.34159,0.83701,-0.05284,-0.119196483,-0.241994489,-13.79005,0.39979,-0.029700251
672,NCGC00024379,NCGC00016528,0,44.28006,14,-3.62058,0.35614,-0.31849,0.005247451,-0.048620457,64.47504,0,-0.018280145
673,NCGC00346681,NCGC00016528,2,30.14376,18,-4.26478,0.26939,-0.42326,-0.049810895,-0.130398104,78.23749,0,0.028255774
674,NCGC00249613,NCGC00016528,0,25.07696,12,-1.46171,0.6312,-0.02787,-0.011900162,-0.035237565,-15.89473,0,0.009306039
675,NCGC00242441,NCGC00016528,0,53.71106,17,-14.75724,0.12233,-0.50762,0.047740463,0.003812418,144.61276,0.15772,-0.014860617
676,NCGC00162440,NCGC00016528,3,59.31861,7,0.2491,0.86838,-0.09555,-0.044598551,-0.083348511,-39.11778,1.26091,-0.020663692
677,NCGC00162398,NCGC00016528,2,38.7782,16,-4.72787,1.10504,-0.13783,-0.058331107,-0.246057661,48.04075,48.04075,0.108484843
678,NCGC00346692,NCGC00016528,0,45.25801,14,-5.06203,1.00199,-0.06669,0.014829597,-0.021714271,31.3037,0,0.017484545
679,NCGC00346536,NCGC00016528,0,55.08515,7,-2.6744,1.66265,-0.0347,0.002137638,-0.019610565,-59.72089,-59.72089,0.028979421
680,NCGC00016612,NCGC00264106,3,41.09754,14,-0.71194,1.94735,-0.04099,-0.002757682,-0.056790548,20.89639,20.89639,0.020392449
681,NCGC00348199,NCGC00264106,2,58.60838,19,-10.25923,0.70686,-0.54466,0.032484784,-0.068375128,147.34381,147.34381,0.004606147
684,NCGC00179454,NCGC00264106,0,23.99638,14,-2.79386,1.17028,-0.03215,-0.008152874,-0.089880395,12.19251,12.19251,0.011271639
685,NCGC00346487,NCGC00264106,0,32.50365,23,-8.04917,0.58383,-0.31606,0.046796213,0.007291878,111.8554,111.8554,0.007340462
687,NCGC00346654,NCGC00264106,0,56.65133,20,-19.0357,0.79868,-0.76188,0.054009787,-0.020531155,219.93843,-137.48935,0.000834647
688,NCGC00346509,NCGC00264106,2,41.31836,15,-4.15094,1.7933,-0.21887,-0.042488881,-0.175865367,8.18657,8.18657,-0.001322582
689,NCGC00263379,NCGC00264106,0,30.57319,16,-2.29104,1.93445,-0.09997,0.013667259,-0.022036381,23.78229,1.85029,-0.096503323
690,NCGC00016526,NCGC00264106,0,30.94344,23,-8.73552,1.33501,-0.1461,0.024784244,-0.021776234,130.76471,130.76471,0.001984912
693,NCGC00273480,NCGC00264106,0,30.80994,10,-4.62214,0.99522,-0.00732,0.013089493,-0.044868884,39.36361,0,-0.006564443
694,NCGC00250408,NCGC00264106,2,46.22597,8,1.23088,2.99074,-0.14147,-0.089933357,-0.275481813,-122.17787,-122.17787,-0.004592186
696,NCGC00345829,NCGC00264106,3,81.12236,7,0.95181,1.64115,-0.34029,-0.009637832,-0.073491065,-50.38661,-50.38661,-0.005960854
698,NCGC00025060,NCGC00264106,0,26.05823,17,-6.99432,1.1939,-0.01354,0.035514086,-0.057924626,83.47211,0,0.014245795
699,NCGC00263117,NCGC00264106,0,58.16308,21,-14.39721,0.23484,-1.1055,0.032484784,-7.38E-05,176.2573,176.2573,-0.012541973
700,NCGC00185850,NCGC00264106,0,30.52721,8,-0.05873,0.94022,-0.00226,-0.007073202,-0.05554269,-38.3617,-38.3617,0.01300446
701,NCGC00242478,NCGC00264106,0,52.59334,21,-3.15596,0.71605,-0.06308,0.016017584,-0.019996455,86.57643,86.57643,0.031390984
703,NCGC00247878,NCGC00264106,0,32.43585,22,-4.17328,0.55401,-0.11677,0.021426923,-0.003706046,82.29713,82.29713,0.004299008
704,NCGC00241102,NCGC00264106,0,45.38522,17,-4.64244,0.44139,-0.24467,0.016942321,-0.011164292,107.14475,107.14475,0.038745061
705,NCGC00263215,NCGC00264106,3,72.24804,22,-6.67474,0.06765,-0.89133,0.024448719,0.014685819,131.32388,131.32388,0.044110299
707,NCGC00162453,NCGC00264106,0,59.32716,22,-8.60117,0.34948,-0.51604,0.010301068,-0.019407108,125.19784,125.19784,0.046651126
711,NCGC00017363,NCGC00264106,0,53.60711,21,-3.98136,1.41374,-0.0408,0.003961406,-0.053343551,66.0328,66.0328,0.006431517
712,NCGC00015871,NCGC00264106,3,67.64946,14,-6.44831,0.34326,-0.27472,0.012038944,-0.000763686,61.92485,61.92485,-0.009514633
713,NCGC00024379,NCGC00264106,3,61.67521,21,-2.80807,0.56865,-0.39489,0.024044596,-0.000984731,111.49017,-1.48849,-0.023626903
714,NCGC00346681,NCGC00264106,0,40.19109,20,-6.33054,0.85376,-0.21576,0.018444132,4.34E-05,66.99812,66.99812,-0.000932731
715,NCGC00249613,NCGC00264106,0,64.94377,10,-1.01278,0.32267,-0.09199,-0.008953425,-0.012474458,-7.59427,-7.59427,-0.014503738
716,NCGC00242441,NCGC00264106,0,44.12393,21,-4.26546,1.39036,0,0.011409832,-0.058608208,56.35514,56.35514,-0.011709971
718,NCGC00162398,NCGC00264106,0,50.63204,22,-10.5877,0.71509,-0.29229,0.031858083,0.001400685,150.8987,150.8987,0.006074637
719,NCGC00346692,NCGC00264106,0,61.16585,22,-8.12084,0.30308,-0.3842,0.027348283,0.004614926,136.37674,136.37674,0.003961406
721,NCGC00348199,NCGC00016612,3,50.95518,16,-1.95653,0.61607,-0.22785,-0.000742009,-0.036964067,31.1977,31.1977,-3.91E-05
725,NCGC00346487,NCGC00016612,3,91.53478,11,-0.23191,0.62788,-0.09055,-0.00767098,-0.015665666,-30.69325,0.97034,0.022299253
730,NCGC00016526,NCGC00016612,3,70.24022,7,0.08094,1.20602,-0.05194,-0.016264292,-0.037597791,-56.74043,-56.74043,0.079782726
731,NCGC00264109,NCGC00016612,3,67.3713,14,-3.2393,1.16285,-0.31948,0.020092138,-0.061554255,53.62784,53.62784,-0.116092793
733,NCGC00273480,NCGC00016612,3,41.83591,8,-1.80689,0.85559,-0.02784,-0.011325106,-0.034788831,-31.17069,-31.17069,0.007786805
735,NCGC00162409,NCGC00016612,3,47.70274,10,-16.41381,2.45884,-1.51304,-0.005176221,-0.035637829,37.98425,-0.7735,0.027755494
738,NCGC00025060,NCGC00016612,3,92.2513,13,-0.7511,0.18174,-0.11826,-0.000464447,-0.001876436,0.97252,0.97252,-4.34E-06
739,NCGC00263117,NCGC00016612,3,94.3132,7,0,0.74003,-0.22378,-0.009947798,-0.010541635,-46.05828,-46.05828,-0.095277476
740,NCGC00185850,NCGC00016612,3,15.01443,16,-2.47482,0.29583,-0.25029,0.001897664,-0.001110373,12.12373,12.12373,-0.022976564
741,NCGC00242478,NCGC00016612,3,65.1104,7,0.70666,1.35835,-0.09566,-0.009263879,-0.025228013,-48.94877,-48.94877,0.046394923
747,NCGC00162453,NCGC00016612,3,49.04021,10,-0.53734,0.56804,-0.31893,-0.003206258,-0.005583721,-5.77454,-5.77454,-0.008553334
751,NCGC00017363,NCGC00016612,3,21.50983,7,0.69165,1.843,-0.00198,-0.013203901,-0.057441673,-37.77285,-37.77285,-0.014785067
754,NCGC00346681,NCGC00016612,3,58.90165,7,-0.06327,0.55104,-0.79573,0.012552725,0.012423105,25.17806,25.17806,0.015796841
755,NCGC00249613,NCGC00016612,3,9.11868,7,0,0.26217,-0.2459,0.001762464,0.001762464,-1.25332,-1.25332,0.015369188
756,NCGC00242441,NCGC00016612,3,30.69501,16,-3.36631,0.80544,-0.0736,0.006074637,-0.025658075,26.41972,26.41972,0.004926681
758,NCGC00162398,NCGC00016612,3,58.13494,10,-0.43894,0.99492,-0.21071,-0.007329494,-0.011430872,-53.663,-53.663,0.007336045
762,NCGC00263785,NCGC00348199,0,27.01455,8,-0.33796,0.29654,-0.17077,0.021107659,-0.017538331,24.11425,0,0.020283221
763,NCGC00179454,NCGC00348199,0,38.373,12,-5.53863,0.36751,-0.10545,0.021125897,-0.014915173,59.91427,0,0.049450172
764,NCGC00346487,NCGC00348199,0,54.74192,20,-11.04428,0.18415,-0.76615,0.069310707,0.004606147,157.09385,-1.24527,0.013743456
765,NCGC00346524,NCGC00348199,0,11.90498,9,-0.77027,0.06727,-0.00651,0.000899921,-0.05485809,10.93924,0,0.026627347
766,NCGC00346654,NCGC00348199,3,77.65215,12,-0.77299,1.11194,-0.03619,-0.031666944,-0.075776821,-52.0007,-52.0007,-0.048733048
767,NCGC00346509,NCGC00348199,3,75.82162,14,-1.7509,1.01729,-0.0108,-0.004991648,-0.034552258,-10.47226,-10.47226,0.018661692
768,NCGC00263379,NCGC00348199,0,59.352,21,-11.62932,0.32661,-0.40804,0.023572066,-0.015833197,125.3936,-19.55753,0.006017387
769,NCGC00016526,NCGC00348199,0,46.37328,23,-7.1632,0.42753,-0.32851,0.00893349,-0.006222084,89.28899,89.28899,0.021317435
770,NCGC00264109,NCGC00348199,0,36.81582,18,-3.56545,0.53172,-0.59338,0.073256377,0.008521398,143.53188,143.53188,0.01272263
771,NCGC00095992,NCGC00348199,0,50.00369,25,-12.92039,0.58125,-0.5203,0.050068683,-0.00426117,202.19066,202.19066,0.004347259
772,NCGC00273480,NCGC00348199,0,41.0564,11,-0.47373,0.21416,-0.10948,0.00526943,-0.019635471,49.08303,49.08303,0.057674408
773,NCGC00250408,NCGC00348199,3,86.71891,13,-0.48132,0.48735,-0.23592,-0.009242622,-0.016490132,-14.65699,-14.65699,0.023017613
774,NCGC00162409,NCGC00348199,3,60.94358,13,-6.81467,0.42101,-0.35835,0.015256718,0.002853986,68.80448,-26.81123,0.00975885
775,NCGC00345829,NCGC00348199,3,82.70065,20,-5.09365,0.36908,-0.76001,0.016973932,0.006259649,87.59827,87.59827,0.004395514
776,NCGC00346484,NCGC00348199,3,88.81619,13,-1.44139,0.59641,-0.47337,-0.010732339,-0.036233539,18.70441,-15.49705,-0.004660937
777,NCGC00025060,NCGC00348199,0,35.91603,19,-4.03542,0.2591,-0.13455,0.008636567,-0.026369812,59.41488,59.41488,0.018253857
778,NCGC00263117,NCGC00348199,0,38.58921,19,-4.36786,0.35881,-0.05759,0.005462896,-0.008566108,47.44542,47.44542,-0.033162296
779,NCGC00185850,NCGC00348199,0,38.6714,16,-2.21683,0.12996,-0.2385,0.009847692,0.007468573,22.38217,22.38217,0.008375265
780,NCGC00242478,NCGC00348199,0,69.9236,22,-12.78583,0.22232,-1.37068,0.049187449,0.036169689,202.32775,202.32775,0.003650343
781,NCGC00183285,NCGC00348199,3,82.68055,18,-1.71024,0.20491,-0.22717,-0.016306123,-0.03535368,20.08686,20.08686,0.005784062
782,NCGC00247878,NCGC00348199,0,42.20042,22,-7.86322,0.17036,-0.32837,0.023773861,0.012262252,85.25743,85.25743,0.00500136
783,NCGC00241102,NCGC00348199,3,83.26674,23,-12.13351,0.11528,-1.121,0.037772769,0.023640849,165.40219,165.40219,-0.003150211
784,NCGC00263215,NCGC00348199,3,78.49001,13,-2.05888,0.70779,-0.65964,0.004391127,-0.003357116,37.83242,37.83242,-0.017079272
785,NCGC00091112,NCGC00348199,3,48.06439,7,1.15898,1.24377,-0.2757,-0.000932731,-0.011748016,-69.47113,-69.47113,0.099676576
